1
 ESATAN-TMS  2018 sp1                                                  Page     1
          148          0.00          0.00          0.00         74.89
          149          0.00          0.00          0.00         74.89
          150          0.00          0.00          0.00         74.89
          151          0.00          0.00          0.00        124.81
          152          0.00          0.00          0.00        124.81
          153          0.00          0.00          0.00        124.81
          154          0.00          0.00          0.00        124.81
          155          0.00          0.00          0.00         47.43
          156          0.00          0.00          0.00         47.43
          157          0.00          0.00          0.00         47.43
          158          0.00          0.00          0.00         47.43
          159          0.00          0.00          0.00        124.81
          160          0.00          0.00          0.00        124.81
          161          0.00          0.00          0.00        124.81
          162          0.00          0.00          0.00        124.81
          163          0.00          0.00          0.00         47.43
          164          0.00          0.00          0.00         47.43
          165          0.00          0.00          0.00         47.43
          166          0.00          0.00          0.00         47.43
          167          0.00          0.00          0.00         74.89
          168          0.00          0.00          0.00         74.89
          169          0.00          0.00          0.00         74.89
          170          0.00          0.00          0.00         74.89
          171          0.18          0.14          0.00          9.24
          172          0.19          0.15          0.00          9.24
          173          0.19          0.15          0.00          9.24
          174          0.19          0.15          0.00          9.24
          175          0.20          0.15          0.00          9.24
          176          0.19          0.15          0.00          9.24
          177          0.00          0.00          0.00          6.10
          178          0.00          0.00          0.00          6.10
          179          0.00          0.00          0.00          6.10
          180          0.00          0.00          0.00          6.10
          181          0.19          0.17          0.00          9.24
          182          0.19          0.17          0.00          9.24
          183          0.19          0.18          0.00          9.24
          184          0.19          0.18          0.00          9.24
          185          0.18          0.17          0.00          9.24
          186          0.19          0.18          0.00          9.24
          187          0.19          0.19          0.00          9.24
          188          0.19          0.18          0.00          9.24
          189          0.19          0.19          0.00          9.24
          190          0.19          0.19          0.00          9.24
          191          0.18          0.18          0.00          9.24
          192          0.19          0.19          0.00          9.24
          193          0.00          0.00          0.00         59.40
          194          0.00          0.00          0.00         59.40
          195          0.00          0.00          0.00         59.40
          196          0.00          0.00          0.00         59.40
          197          0.00          0.00          0.00         99.00
          198          0.00          0.00          0.00         99.00
          199          0.00          0.00          0.00         99.00
          200          0.00          0.00          0.00         99.00
          201          0.00          0.00          0.00         37.62
          202          0.00          0.00          0.00         37.62
          203          0.00          0.00          0.00         37.62
          204          0.00          0.00          0.00         37.62
          205          0.00          0.00          0.00         99.00
          206          0.00          0.00          0.00         99.00
          207          0.00          0.00          0.00         99.00
          208          0.00          0.00          0.00         99.00
          209          0.00          0.00          0.00         37.62
          210          0.00          0.00          0.00         37.62
          211          0.00          0.00          0.00         37.62
          212          0.00          0.00          0.00         37.62
          213          0.00          0.00          0.00         59.40
          214          0.00          0.00          0.00         59.40
          215          0.00          0.00          0.00         59.40
          216          0.00          0.00          0.00         59.40
          217          0.00          0.00          0.00          0.04
          218          0.00          0.00          0.00          0.04
          219          0.00          0.00          0.00          0.04
          220          0.00          0.00          0.00          0.04
          221          0.00          0.00          0.00          1.37
          222          0.00          0.00          0.00          1.37
          223          0.00          0.00          0.00          1.37
          224          0.00          0.00          0.00          1.37
          225          0.00          0.00          0.00          1.37
          226          0.00          0.00          0.00          1.37
          227          0.00          0.00          0.00          1.37
          228          0.00          0.00          0.00          1.37
          229          0.00          0.00          0.00          0.04
          230          0.00          0.00          0.00          0.04
          231          0.00          0.00          0.00          0.04
          232          0.00          0.00          0.00          0.04
          233          0.00          0.00          0.00          0.04
          234          0.00          0.00          0.00          0.04
          235          0.00          0.00          0.00          0.04
          236          0.00          0.00          0.00          0.04
          237          0.00          0.00          0.00          1.37
          238          0.00          0.00          0.00          1.37
          239          0.00          0.00          0.00          1.37
          240          0.00          0.00          0.00          1.37
          241          0.00          0.00          0.00          1.37
          242          0.00          0.00          0.00          1.37
          243          0.00          0.00          0.00          1.37
          244          0.00          0.00          0.00          1.37
          245          0.00          0.00          0.00          0.04
          246          0.00          0.00          0.00          0.04
          247          0.00          0.00          0.00          0.04
          248          0.00          0.00          0.00          0.04
          249          0.00          0.00          0.00          0.04
          250          0.00          0.00          0.00          0.04
          251          0.00          0.00          0.00          0.04
          252          0.00          0.00          0.00          0.04
          253          0.00          0.00          0.00          1.37
          254          0.00          0.00          0.00          1.37
          255          0.00          0.00          0.00          1.37
          256          0.00          0.00          0.00          1.37
          257          0.00          0.00          0.00          1.37
          258          0.00          0.00          0.00          1.37
          259          0.00          0.00          0.00          1.37
          260          0.00          0.00          0.00          1.37
          261          0.00          0.00          0.00          0.04
          262          0.00          0.00          0.00          0.04
          263          0.00          0.00          0.00          0.04
          264          0.00          0.00          0.00          0.04
          265          0.00          0.00          0.00          0.04
          266          0.00          0.00          0.00          0.04
          267          0.00          0.00          0.00          0.04
          268          0.00          0.00          0.00          0.04
          269          0.00          0.00          0.00          1.37
          270          0.00          0.00          0.00          1.37
          271          0.00          0.00          0.00          1.37
          272          0.00          0.00          0.00          1.37
          273          0.00          0.00          0.00          1.37
          274          0.00          0.00          0.00          1.37
          275          0.00          0.00          0.00          1.37
          276          0.00          0.00          0.00          1.37
          277          0.00          0.00          0.00          0.04
          278          0.00          0.00          0.00          0.04
          279          0.00          0.00          0.00          0.04
          280          0.00          0.00          0.00          0.04
          281          0.00          0.00          0.00          0.04
          282          0.00          0.00          0.00          0.04
          283          0.00          0.00          0.00          0.04
          284          0.00          0.00          0.00          0.04
          285          0.00          0.00          0.00          3.51
          286          0.00          0.00          0.00          3.51
          287          0.00          0.00          0.00          3.51
          288          0.00          0.00          0.00          3.51
          289          0.00          0.00          0.00          3.51
          290          0.00          0.00          0.00          3.51
          291          0.00          0.00          0.00          3.51
          292          0.00          0.00          0.00          3.51
          293          0.00          0.00          0.00          0.04
          294          0.00          0.00          0.00          0.04
          295          0.00          0.00          0.00          0.04
          296          0.00          0.00          0.00          0.04
          297          0.00          0.00          0.00          0.04
          298          0.00          0.00          0.00          0.04
          299          0.00          0.00          0.00          0.04
          300          0.00          0.00          0.00          0.04
          301          0.00          0.00          0.00          3.51
          302          0.00          0.00          0.00          3.51
          303          0.00          0.00          0.00          3.51
          304          0.00          0.00          0.00          3.51
          305          0.00          0.00          0.00          3.51
          306          0.00          0.00          0.00          3.51
          307          0.00          0.00          0.00          3.51
          308          0.00          0.00          0.00          3.51
          309          0.00          0.00          0.00          0.04
          310          0.00          0.00          0.00          0.04
          311          0.00          0.00          0.00          0.04
          312          0.00          0.00          0.00          0.04
          313          0.00          0.00          0.00          0.04
          314          0.00          0.00          0.00          0.04
          315          0.00          0.00          0.00          0.04
          316          0.00          0.00          0.00          0.04
          317          0.00          0.00          0.00          3.51
          318          0.00          0.00          0.00          3.51
          319          0.00          0.00          0.00          3.51
          320          0.00          0.00          0.00          3.51
          321          0.00          0.00          0.00          3.51
          322          0.00          0.00          0.00          3.51
          323          0.00          0.00          0.00          3.51
          324          0.00          0.00          0.00          3.51
          325          0.00          0.00          0.00          0.04
          326          0.00          0.00          0.00          0.04
          327          0.00          0.00          0.00          0.04
          328          0.00          0.00          0.00          0.04
          329          0.00          0.00          0.00          0.04
          330          0.00          0.00          0.00          0.04
          331          0.00          0.00          0.00          0.04
          332          0.00          0.00          0.00          0.04
          333          0.00          0.00          0.00          3.51
          334          0.00          0.00          0.00          3.51
          335          0.00          0.00          0.00          3.51
          336          0.00          0.00          0.00          3.51
          337          0.00          0.00          0.00          3.51
          338          0.00          0.00          0.00          3.51
          339          0.00          0.00          0.00          3.51
          340          0.00          0.00          0.00          3.51
          341          0.00          0.00          0.00          0.04
          342          0.00          0.00          0.00          0.04
          343          0.00          0.00          0.00          0.04
          344          0.00          0.00          0.00          0.04
          345          0.00          0.00          0.00          0.04
          346          0.00          0.00          0.00          0.04
          347          0.00          0.00          0.00          0.04
          348          0.00          0.00          0.00          0.04
          349          0.00          0.00          0.00          1.34
          350          0.00          0.00          0.00          1.34
          351          0.00          0.00          0.00          1.34
          352          0.00          0.00          0.00          1.34
          353          0.00          0.00          0.00          1.34
          354          0.00          0.00          0.00          1.34
          355          0.00          0.00          0.00          1.34
          356          0.00          0.00          0.00          1.34
          357          0.00          0.00          0.00          0.04
          358          0.00          0.00          0.00          0.04
          359          0.00          0.00          0.00          0.04
          360          0.00          0.00          0.00          0.04
          361          0.00          0.00          0.00          0.04
          362          0.00          0.00          0.00          0.04
          363          0.00          0.00          0.00          0.04
          364          0.00          0.00          0.00          0.04
          365          0.00          0.00          0.00          1.34
          366          0.00          0.00          0.00          1.34
          367          0.00          0.00          0.00          1.34
          368          0.00          0.00          0.00          1.34
          369          0.00          0.00          0.00          1.34
          370          0.00          0.00          0.00          1.34
          371          0.00          0.00          0.00          1.34
          372          0.00          0.00          0.00          1.34
          373          0.00          0.00          0.00          0.04
          374          0.00          0.00          0.00          0.04
          375          0.00          0.00          0.00          0.04
          376          0.00          0.00          0.00          0.04
          377          0.00          0.00          0.00          0.04
          378          0.00          0.00          0.00          0.04
          379          0.00          0.00          0.00          0.04
          380          0.00          0.00          0.00          0.04
          381          0.00          0.00          0.00          1.34
          382          0.00          0.00          0.00          1.34
          383          0.00          0.00          0.00          1.34
          384          0.00          0.00          0.00          1.34
          385          0.00          0.00          0.00          1.34
          386          0.00          0.00          0.00          1.34
          387          0.00          0.00          0.00          1.34
          388          0.00          0.00          0.00          1.34
          389          0.00          0.00          0.00          0.04
          390          0.00          0.00          0.00          0.04
          391          0.00          0.00          0.00          0.04
          392          0.00          0.00          0.00          0.04
          393          0.00          0.00          0.00          0.04
          394          0.00          0.00          0.00          0.04
          395          0.00          0.00          0.00          0.04
          396          0.00          0.00          0.00          0.04
          397          0.00          0.00          0.00          1.34
          398          0.00          0.00          0.00          1.34
          399          0.00          0.00          0.00          1.34
          400          0.00          0.00          0.00          1.34
          401          0.00          0.00          0.00          1.34
          402          0.00          0.00          0.00          1.34
          403          0.00          0.00          0.00          1.34
          404          0.00          0.00          0.00          1.34
          405          0.00          0.00          0.00          0.04
          406          0.00          0.00          0.00          0.04
          407          0.00          0.00          0.00          0.04
          408          0.00          0.00          0.00          0.04
 X      99998          0.00          0.00          0.00          0.00
        99999          0.00          0.00          0.00          0.00

1
 ESATAN-TMS  2018 sp1                                                  Page    13
 19 March     2023  22:37:54                                 FINALMODEL_SAFE_MODE





  TIMEN =   5736.63      MODULE SLCRNC      DTIMEU = 9.095E-13
 CSGMIN = 2.607E-02  AT NODE 238 IN SUB-MODEL  
+                                              FINALMODEL_SAFE_MODE              


 TABLE OUTPUT WITH ZENTS = 'L,T,QS,QE,QA,QI,C'
 FOR NODES OF ZLABEL = ' '

 ================================================================================


+FINALMODEL_SAFE_MODE                                                            


          NODE   LABEL                              T             QS            

            1    Firstplate                       24.46          0.00
            2    Firstplate                       25.11          0.00
            3    Firstplate                       26.20          0.00
            4    Firstplate                       26.72          0.00
            5    Thirdplate                       29.29          0.00
            6    Thirdplate                       29.00          0.00
            7    Thirdplate                       29.59          0.00
            8    Thirdplate                       29.25          0.00
            9    Secondplate                      29.03          0.00
           10    Secondplate                      28.90          0.00
           11    Secondplate                      29.26          0.00
           12    Secondplate                      29.07          0.00
           13    Panel4                           45.99          4.19
           14    Panel4                           45.66          4.19
           15    Panel4                           46.98          4.19
           16    Panel4                           46.66          4.19
           17    Panel4                           46.19          4.19
           18    Panel4                           45.75          4.19
           19    Bottompanel                      23.97          0.00
           20    Bottompanel                      24.47          0.00
           21    Bottompanel                      27.28          0.00
           22    Bottompanel                      27.60          0.00
           23    TRXU                             38.27          0.00
           24    TRXU                             38.29          0.00
           25    TRXU                             38.27          0.00
           26    TRXU                             38.29          0.00
           27    TRXU                             38.28          0.00
           28    TRXU                             38.29          0.00
           29    TRXU                             38.28          0.00
           30    TRXU                             38.29          0.00
           31    TRXU                             38.27          0.00
           32    TRXU                             38.29          0.00
           33    TRXU                             38.27          0.00
           34    TRXU                             38.29          0.00
           35    TRXU                             38.27          0.00
           36    TRXU                             38.29          0.00
           37    TRXU                             38.27          0.00
           38    TRXU                             38.29          0.00
           39    TRXU                             38.27          0.00
           40    TRXU                             38.29          0.00
           41    TRXU                             38.28          0.00
           42    TRXU                             38.29          0.00
           43    TRXU                             38.27          0.00
           44    TRXU                             38.29          0.00
           45    TRXU                             38.28          0.00
           46    TRXU                             38.29          0.00
           47    TRXU                             38.28          0.00
           48    TRXU                             38.29          0.00
           49    TRXU                             38.28          0.00
           50    TRXU                             38.29          0.00
           51    TRXU                             38.29          0.00
           52    TRXU                             38.29          0.00
           53    TRXU                             38.29          0.00
           54    TRXU                             38.29          0.00
           55    TRXU                             38.28          0.00
           56    TRXU                             38.29          0.00
           57    TRXU                             38.27          0.00
           58    TRXU                             38.29          0.00
           59    TRXU                             38.28          0.00
           60    TRXU                             38.29          0.00
           61    TRXU                             38.27          0.00
           62    TRXU                             38.29          0.00
           63    TRXU                             38.28          0.00
           64    TRXU                             38.29          0.00
           65    TRXU                             38.28          0.00
           66    TRXU                             38.30          0.00
           67    TRXU                             38.27          0.00
           68    TRXU                             38.29          0.00
           69    TRXU                             38.27          0.00
           70    TRXU                             38.29          0.00
           71    OBC                              44.82          0.00
           72    OBC                              44.82          0.00
           73    OBC                              44.86          0.00
           74    OBC                              44.86          0.00
           75    OBC                              44.84          0.00
           76    OBC                              44.84          0.00
           77    OBC                              44.84          0.00
           78    OBC                              44.84          0.00
           79    OBC                              44.85          0.00
           80    OBC                              44.88          0.00
           81    OBC                              44.84          0.00
           82    OBC                              44.87          0.00
           83    OBC                              44.89          0.00
           84    OBC                              44.89          0.00
           85    OBC                              44.89          0.00
           86    OBC                              44.89          0.00
           87    OBC                              44.88          0.00
           88    OBC                              44.85          0.00
           89    OBC                              44.87          0.00
           90    OBC                              44.84          0.00
           91    OBC                              44.91          0.00
           92    OBC                              44.91          0.00
           93    OBC                              44.88          0.00
           94    OBC                              44.88          0.00
           95    ADCS                             28.79          0.00
           96    ADCS                             28.79          0.00
           97    ADCS                             28.80          0.00
           98    ADCS                             28.80          0.00
           99    ADCS                             28.78          0.00
          100    ADCS                             28.78          0.00
          101    ADCS                             28.78          0.00
          102    ADCS                             28.78          0.00
          103    ADCS                             28.78          0.00
          104    ADCS                             28.79          0.00
          105    ADCS                             28.78          0.00
          106    ADCS                             28.79          0.00
          107    ADCS                             28.79          0.00
          108    ADCS                             28.79          0.00
          109    ADCS                             28.80          0.00
          110    ADCS                             28.80          0.00
          111    ADCS                             28.79          0.00
          112    ADCS                             28.78          0.00
          113    ADCS                             28.79          0.00
          114    ADCS                             28.78          0.00
          115    ADCS                             28.79          0.00
          116    ADCS                             28.79          0.00
          117    ADCS                             28.78          0.00
          118    ADCS                             28.79          0.00
          119    Fourthplate                      22.39          0.00
          120    Fourthplate                      17.57          0.00
          121    Fourthplate                      21.22          0.00
          122    Fourthplate                      20.82          0.00
          123    EPS                              31.26          0.00
          124    EPS                              31.26          0.00
          125    EPS                              31.28          0.00
          126    EPS                              31.28          0.00
          127    EPS                              31.24          0.00
          128    EPS                              31.24          0.00
          129    EPS                              31.24          0.00
          130    EPS                              31.24          0.00
          131    EPS                              31.24          0.00
          132    EPS                              31.26          0.00
          133    EPS                              31.25          0.00
          134    EPS                              31.27          0.00
          135    EPS                              31.28          0.00
          136    EPS                              31.28          0.00
          137    EPS                              31.28          0.00
          138    EPS                              31.28          0.00
          139    EPS                              31.26          0.00
          140    EPS                              31.25          0.00
          141    EPS                              31.27          0.00
          142    EPS                              31.25          0.00
          143    EPS                              31.26          0.00
          144    EPS                              31.26          0.00
          145    EPS                              31.24          0.00
          146    EPS                              31.24          0.00
          147    DicePayload                      26.68          0.00
          148    DicePayload                      26.68          0.00
          149    DicePayload                      26.68          0.00
          150    DicePayload                      26.68          0.00
          151    DicePayload                      26.68          0.00
          152    DicePayload                      26.68          0.00
          153    DicePayload                      26.68          0.00
          154    DicePayload                      26.68          0.00
          155    DicePayload                      26.68          0.00
          156    DicePayload                      26.68          0.00
          157    DicePayload                      26.68          0.00
          158    DicePayload                      26.68          0.00
          159    DicePayload                      26.68          0.00
          160    DicePayload                      26.68          0.00
          161    DicePayload                      26.68          0.00
          162    DicePayload                      26.68          0.00
          163    DicePayload                      26.68          0.00
          164    DicePayload                      26.68          0.00
          165    DicePayload                      26.68          0.00
          166    DicePayload                      26.68          0.00
          167    DicePayload                      26.68          0.00
          168    DicePayload                      26.68          0.00
          169    DicePayload                      26.68          0.00
          170    DicePayload                      26.68          0.00
          171    Panel1                           20.76          0.00
          172    Panel1                           20.75          0.00
          173    Panel1                           20.59          0.00
          174    Panel1                           20.52          0.00
          175    Panel1                           20.53          0.00
          176    Panel1                           20.51          0.00
          177    Toppanel                         24.29          1.52
          178    Toppanel                         26.11          1.52
          179    Toppanel                         29.57          1.52
          180    Toppanel                         28.80          1.52
          181    Panel3                           25.76          0.00
          182    Panel3                           27.99          0.00
          183    Panel3                           25.84          0.00
          184    Panel3                           28.13          0.00
          185    Panel3                           25.60          0.00
          186    Panel3                           27.95          0.00
          187    Panel2                           27.13          0.70
          188    Panel2                           29.09          0.70
          189    Panel2                           27.28          0.70
          190    Panel2                           29.31          0.70
          191    Panel2                           26.93          0.70
          192    Panel2                           29.13          0.70
          193    Bitflip                          22.36          0.00
          194    Bitflip                          22.36          0.00
          195    Bitflip                          22.36          0.00
          196    Bitflip                          22.36          0.00
          197    Bitflip                          22.36          0.00
          198    Bitflip                          22.36          0.00
          199    Bitflip                          22.35          0.00
          200    Bitflip                          22.35          0.00
          201    Bitflip                          22.36          0.00
          202    Bitflip                          22.36          0.00
          203    Bitflip                          22.36          0.00
          204    Bitflip                          22.36          0.00
          205    Bitflip                          22.37          0.00
          206    Bitflip                          22.37          0.00
          207    Bitflip                          22.36          0.00
          208    Bitflip                          22.36          0.00
          209    Bitflip                          22.37          0.00
          210    Bitflip                          22.36          0.00
          211    Bitflip                          22.36          0.00
          212    Bitflip                          22.36          0.00
          213    Bitflip                          22.37          0.00
          214    Bitflip                          22.37          0.00
          215    Bitflip                          22.37          0.00
          216    Bitflip                          22.37          0.00
          217    AluS10                           21.12          0.00
          218    AluS10                           21.12          0.00
          219    AluS10                           21.12          0.00
          220    AluS10                           21.12          0.00
          221    AluS10                           21.17          0.00
          222    AluS10                           21.15          0.00
          223    AluS10                           21.15          0.00
          224    AluS10                           21.14          0.00
          225    AluS10                           21.14          0.00
          226    AluS10                           21.14          0.00
          227    AluS10                           21.15          0.00
          228    AluS10                           21.16          0.00
          229    AluS10                           21.12          0.00
          230    AluS10                           21.12          0.00
          231    AluS10                           21.12          0.00
          232    AluS10                           21.12          0.00
          233    AluS11                           26.78          0.00
          234    AluS11                           26.78          0.00
          235    AluS11                           26.78          0.00
          236    AluS11                           26.78          0.00
          237    AluS11                           26.78          0.00
          238    AluS11                           26.78          0.00
          239    AluS11                           26.78          0.00
          240    AluS11                           26.78          0.00
          241    AluS11                           26.79          0.00
          242    AluS11                           26.79          0.00
          243    AluS11                           26.79          0.00
          244    AluS11                           26.79          0.00
          245    AluS11                           26.79          0.00
          246    AluS11                           26.79          0.00
          247    AluS11                           26.79          0.00
          248    AluS11                           26.79          0.00
          249    AluS12                           23.69          0.00
          250    AluS12                           23.69          0.00
          251    AluS12                           23.68          0.00
          252    AluS12                           23.68          0.00
          253    AluS12                           23.70          0.00
          254    AluS12                           23.69          0.00
          255    AluS12                           23.69          0.00
          256    AluS12                           23.69          0.00
          257    AluS12                           23.69          0.00
          258    AluS12                           23.69          0.00
          259    AluS12                           23.69          0.00
          260    AluS12                           23.69          0.00
          261    AluS12                           23.69          0.00
          262    AluS12                           23.69          0.00
          263    AluS12                           23.69          0.00
          264    AluS12                           23.68          0.00
          265    AluS9                            16.61          0.00
          266    AluS9                            16.61          0.00
          267    AluS9                            16.61          0.00
          268    AluS9                            16.62          0.00
          269    AluS9                            16.65          0.00
          270    AluS9                            16.67          0.00
          271    AluS9                            16.66          0.00
          272    AluS9                            16.65          0.00
          273    AluS9                            16.65          0.00
          274    AluS9                            16.65          0.00
          275    AluS9                            16.65          0.00
          276    AluS9                            16.65          0.00
          277    AluS9                            16.61          0.00
          278    AluS9                            16.62          0.00
          279    AluS9                            16.62          0.00
          280    AluS9                            16.62          0.00
          281    AluS2                            36.00          0.00
          282    AluS2                            36.01          0.00
          283    AluS2                            36.01          0.00
          284    AluS2                            36.01          0.00
          285    AluS2                            36.02          0.00
          286    AluS2                            36.05          0.00
          287    AluS2                            36.09          0.00
          288    AluS2                            36.12          0.00
          289    AluS2                            36.16          0.00
          290    AluS2                            36.19          0.00
          291    AluS2                            36.10          0.00
          292    AluS2                            36.01          0.00
          293    AluS2                            36.00          0.00
          294    AluS2                            36.01          0.00
          295    AluS2                            36.00          0.00
          296    AluS2                            36.01          0.00
          297    AluS1                            23.27          0.00
          298    AluS1                            23.27          0.00
          299    AluS1                            23.27          0.00
          300    AluS1                            23.28          0.00
          301    AluS1                            23.33          0.00
          302    AluS1                            23.31          0.00
          303    AluS1                            23.32          0.00
          304    AluS1                            23.33          0.00
          305    AluS1                            23.35          0.00
          306    AluS1                            23.37          0.00
          307    AluS1                            23.40          0.00
          308    AluS1                            23.37          0.00
          309    AluS1                            23.27          0.00
          310    AluS1                            23.28          0.00
          311    AluS1                            23.28          0.00
          312    AluS1                            23.28          0.00
          313    AluS4                            24.52          0.00
          314    AluS4                            24.53          0.00
          315    AluS4                            24.53          0.00
          316    AluS4                            24.53          0.00
          317    AluS4                            24.45          0.00
          318    AluS4                            24.43          0.00
          319    AluS4                            24.47          0.00
          320    AluS4                            24.50          0.00
          321    AluS4                            24.50          0.00
          322    AluS4                            24.49          0.00
          323    AluS4                            24.48          0.00
          324    AluS4                            24.47          0.00
          325    AluS4                            24.52          0.00
          326    AluS4                            24.52          0.00
          327    AluS4                            24.52          0.00
          328    AluS4                            24.52          0.00
          329    AluS3                            37.25          0.00
          330    AluS3                            37.25          0.00
          331    AluS3                            37.25          0.00
          332    AluS3                            37.25          0.00
          333    AluS3                            37.18          0.00
          334    AluS3                            37.14          0.00
          335    AluS3                            37.10          0.00
          336    AluS3                            37.20          0.00
          337    AluS3                            37.30          0.00
          338    AluS3                            37.28          0.00
          339    AluS3                            37.25          0.00
          340    AluS3                            37.22          0.00
          341    AluS3                            37.24          0.00
          342    AluS3                            37.24          0.00
          343    AluS3                            37.24          0.00
          344    AluS3                            37.24          0.00
          345    AluS6                            24.89          0.00
          346    AluS6                            24.89          0.00
          347    AluS6                            24.89          0.00
          348    AluS6                            24.89          0.00
          349    AluS6                            24.89          0.00
          350    AluS6                            24.89          0.00
          351    AluS6                            24.89          0.00
          352    AluS6                            24.88          0.00
          353    AluS6                            24.88          0.00
          354    AluS6                            24.88          0.00
          355    AluS6                            24.88          0.00
          356    AluS6                            24.88          0.00
          357    AluS6                            24.88          0.00
          358    AluS6                            24.88          0.00
          359    AluS6                            24.88          0.00
          360    AluS6                            24.88          0.00
          361    AluS5                            21.24          0.00
          362    AluS5                            21.24          0.00
          363    AluS5                            21.24          0.00
          364    AluS5                            21.23          0.00
          365    AluS5                            21.07          0.00
          366    AluS5                            21.09          0.00
          367    AluS5                            21.09          0.00
          368    AluS5                            21.09          0.00
          369    AluS5                            21.08          0.00
          370    AluS5                            21.07          0.00
